2.7603,2.0971,0.6637
4.1689,0.9617,3.8867
3.6935,1.9745,1.4207
4.0213,0.6194,3.5544
2.6240,2.6369,3.5967
4.2571,1.4494,2.8225
4.0916,0.2112,0.2068
4.7384,1.9615,3.0342
1.0773,1.4214,4.8604
4.1834,0.4836,1.9129
2.2303,4.0874,0.7071
4.5338,3.7369,1.3905
0.6769,4.0949,2.5048
0.8431,4.5496,3.3111
2.2396,3.2046,0.1446
3.6230,0.6039,1.9237
4.7760,0.5179,2.6634
3.2695,4.6327,0.1709
2.8709,2.0398,4.9480
4.8109,2.1251,2.9913
0.3806,2.5234,4.8308
3.2894,3.0643,4.3842
2.0331,2.8960,3.8203
4.4668,1.3846,2.4309
1.1849,1.2249,3.1099
4.2124,1.8938,3.3437
0.9963,3.5034,4.8802
3.0545,4.0936,1.8040
4.6155,1.5590,4.7110
3.6756,3.9978,2.2940
0.2062,0.5251,3.7083
2.2899,2.1899,3.9854
4.5260,4.7965,1.5727
3.1944,1.1056,0.2868
1.4353,0.5974,3.6368
2.0590,0.0491,2.9170
2.3827,3.4726,2.7311
3.3543,1.7374,3.4740
2.5561,2.8194,1.7033
1.0439,0.6530,4.2029
1.3858,0.8839,0.3606
2.5519,3.6388,3.9562
3.3910,2.1270,1.0872
3.8266,0.4763,0.9358
3.7586,2.0158,2.6499
3.7867,2.8761,0.3490
1.3707,4.7789,0.3020
0.0102,1.2814,3.9447
4.2494,1.4770,4.1936
4.3304,3.7023,1.7847
1.6400,1.6132,4.9244
0.7073,4.8471,4.5262
2.7049,4.1264,1.8241
4.4771,1.6465,3.8047
0.0709,4.1811,3.3507
0.4440,0.0345,1.6799
2.5252,0.2990,0.9700
3.1758,3.4542,1.8586
1.8342,2.5262,1.0194
0.6814,3.4255,1.1928
4.6183,4.6072,0.1191
0.4452,0.1586,4.4209
4.1986,1.8893,4.6671
